 1054
 1 1  0.5  0.0592299998  0.371749997  0.00700000022  9.99999996E+11
 2 1  0.523999989  0.0552700013  0.365009993  0.00700000022  9.99999996E+11
 3 1  0.546000004  0.0663599968  0.359079987  0.00499999989  26146632.
 4 1  0.574000001  0.0270199999  0.352349997  0.0189999994  9.99999996E+11
 5 1  0.584999979  0.0546000004  0.349830002  0.0160000008  9.99999996E+11
 6 1  0.609000027  0.0280699991  0.344940007  0.00600000005  9.99999996E+11
 7 1  0.620999992  0.0685100034  0.342619985  0.0140000004  9.99999996E+11
 8 1  0.651000023  0.076439999  0.337289989  0.0170000009  9.99999996E+11
 9 1  0.68599999  0.0559  0.332190007  0.0179999992  9.99999996E+11
 10 1  0.712000012  0.0797699988  0.329129994  0.00999999978  9.99999996E+11
 11 1  0.75  0.0507799983  0.325690001  0.00300000003  9.99999996E+11
 12 1  0.774999976  0.0847299993  0.324169993  0.00300000003  9.99999996E+11
 13 1  0.816999972  0.0357600003  0.322780013  0.00400000019  9.99999996E+11
 14 1  0.834999979  0.086149998  0.322670013  0.00700000022  9.99999996E+11
 15 1  0.879999995  0.0458699986  0.323630005  0.0109999999  9.99999996E+11
 16 1  0.902999997  0.0438500009  0.324860007  0.0179999992  9.99999996E+11
 17 1  0.925999999  0.0753699988  0.326519996  0.0149999997  9.99999996E+11
 18 1  0.967000008  0.0699200034  0.330610007  0.0130000003  9.99999996E+11
 19 1  1.005  0.0705899969  0.334919989  0.00300000003  9.99999996E+11
 20 1  1.04499996  0.0712599978  0.334129989  0.0199999996  9.99999996E+11
 21 1  1.08599997  0.0558700003  0.332859993  0.00700000022  9.99999996E+11
 22 1  1.11800003  0.0464200005  0.331530005  0.00400000019  9.99999996E+11
 23 1  1.14499998  0.0861900002  0.330190003  0.00200000009  9.99999996E+11
 24 1  1.19599998  0.11355  0.327060014  0.00999999978  9.99999996E+11
 25 2  1.26699996  0.0582699999  0.321579993  0.00600000005  9.99999996E+11
 26 2  1.30299997  0.102150001  0.318239987  0.0160000008  9.99999996E+11
 27 2  1.36899996  0.122419998  0.311239988  0.00999999978  9.99999996E+11
